t,ax,ay,az,gx,gy,gz,qw,qi,qj,qk
0.0317722,-0.0390625,-0.152344,9.80469,0,0,0,1,0,0,0
0.0467922,-0.0390625,-0.152344,9.80469,0,0,0,1,0,0,0
0.0628135,-0.0390625,-0.152344,9.76562,0,0,0,1,0,0,0
0.0789027,-0.0390625,-0.152344,9.76562,0,0,0,1,0,0,0
0.110908,-0.0390625,-0.152344,9.80469,0,0,0,1,0,0,0
0.145983,-0.0390625,-0.152344,9.80469,0,0.00195312,0,1,0,0,0
0.186135,-0.0390625,-0.152344,9.80469,-0.00195312,0.00195312,0,1,0,0,0
0.206146,-0.0390625,-0.152344,9.80469,0.00390625,0,0,1,0,0,0
0.230747,-0.0390625,-0.152344,9.80469,-0.00195312,0,0,1,0,0,0
0.260982,-0.0390625,-0.152344,9.80469,0,0,-0.00195312,1,0,0,0
0.286637,-0.0390625,-0.152344,9.80469,0.00195312,0,0,1,0,0,0
0.312704,-0.0390625,-0.152344,9.80469,0.00195312,0.00195312,0.00195312,1,0,0,0
0.341562,-0.0390625,-0.152344,9.80469,0.00195312,0,0.00390625,1,0,0,0
0.368271,-0.0390625,-0.152344,9.76562,0.00195312,0,0.00390625,1,0,0,0
0.396841,-0.078125,-0.152344,9.76562,0.00195312,0,0.00390625,1,0,0,0
0.422873,-0.0078125,0.00390625,0.00390625,0.00195312,0,0.00390625,1,0,0,0
0.451395,-0.0078125,0.00390625,0.00390625,-0.00195312,0,0,1,0,0,0
0.478435,-0.0078125,0.00390625,0.00390625,0.00390625,0.00195312,-0.00195312,1,0,0,0
0.505916,-0.0390625,-0.152344,9.73047,0.00390625,0.00195312,-0.00195312,1,0,0,0
0.531949,0,-0.152344,9.76562,0.00390625,0.00195312,-0.00195312,1,0,0,0
0.559864,-0.0390625,-0.152344,9.73047,0.00390625,0.00195312,-0.00195312,1,0,0,0
0.587068,-0.0390625,-0.152344,9.73047,-0.00585938,-0.00390625,0,1,0,0,0
0.613088,-0.0390625,-0.152344,9.73047,-0.00585938,-0.00195312,0.00195312,1,0,0,0
0.641606,-0.0390625,-0.152344,9.73047,0.00585938,0,0.00195312,1,0,0,0
0.668866,-0.0390625,-0.152344,9.73047,-0.00195312,0,-0.0195312,1,0,0,0
0.697406,0.230469,0.152344,9.76953,-0.00195312,0,-0.0195312,1,0,0,0
0.723432,-0.230469,-0.0390625,9.76953,-0.00195312,0,-0.0195312,1,0,0,0
0.752008,-0.230469,-0.0390625,9.76953,0.00390625,0,-0.0703125,1,0,0,0
