t,ax,ay,az,gx,gy,gz,qw,qi,qj,qk
0.0155749,0.882812,-0.34375,9.38672,0,0,0,1,0,0,0
0.0439651,0.765625,-0.191406,9.73047,0,0,0,1,0,0,0
0.0677315,0.765625,-0.191406,9.73047,0,0,0,1,0,0,0
0.0924104,0.765625,-0.191406,9.73047,0,0,0,1,0,0,0
0.119376,0.765625,-0.191406,9.73047,0,0,0,1,0,0,0
0.14629,0.0390625,-0.230469,9.76953,0,0,0,1,0,0,0
0.173914,0.0390625,-0.269531,9.76562,0,0,0,1,0,0,0
0.200342,0.0390625,-0.269531,9.76562,0,0,0,1,0,0,0
0.22921,0.0390625,-0.269531,9.76562,0,0,0,1,0,0,0
0.255867,0.0390625,-0.230469,9.76953,0,0,0,1,0,0,0
0.28389,-0.0078125,-0.0351562,0.0273438,0,0,0,1,0,0,0
0.310988,-0.0078125,-0.0351562,0.0273438,0,0,0,1,0,0,0
0.339515,0.0390625,-0.230469,9.76953,0,0,0,1,0,0,0
0.366266,0.0390625,-0.230469,9.76953,0,0,0,1,0,0,0
0.394032,0.0390625,-0.230469,9.80859,0,0,0,1,0,0,0
0.421132,0.0390625,-0.230469,9.80859,0,0,0,1,0,0,0
0.449236,0.0390625,-0.230469,9.80859,0,0,0,1,0,0,0
0.476562,0.0390625,-0.269531,9.80469,0,0,0,1,0,0,0
0.504069,0.03125,0.00390625,0.0273438,0,0,0,1,0,0,0
0.530477,0.03125,0.00390625,0.0273438,0,0,0,1,0,0,0
0.559003,0.03125,0.00390625,0.0273438,0,0,0,1,0,0,0
0.585035,0.0390625,-0.230469,9.76953,0,0,0,1,0,0,0
0.613213,0.0390625,-0.230469,9.76953,0,0,0,0.999817,-0.012085,-0.00250244,0.015686
0.639876,0.0390625,-0.230469,9.76953,0,0,0,0.999817,-0.012085,-0.00250244,0.015686
0.668589,0.0390625,-0.230469,9.76953,0,0,0,0.999817,-0.012085,-0.00250244,0.015686
0.694614,0.0390625,-0.230469,9.80859,0,0,0,0.999817,-0.012085,-0.00250244,0.015686
0.722778,0.0390625,-0.230469,9.80859,0,0,0,0.999817,-0.0120239,-0.00250244,0.015686
0.749827,0.0390625,-0.230469,9.80859,-0.00585938,0.00195312,0,0.999817,-0.0120239,-0.00250244,0.015686
0.777734,0.0390625,-0.304688,9.76953,-0.00585938,0.00195312,0,0.999817,-0.0120239,-0.00250244,0.015686
0.803754,0.078125,-0.230469,9.80859,-0.00585938,0.00195312,0,0.999817,-0.0120239,-0.00250244,0.015686
0.832367,0.078125,-0.230469,9.80859,-0.00195312,0,0,0.999817,-0.0120239,-0.00250244,0.015686
0.859445,0.078125,-0.230469,9.80859,-0.00195312,0.00195312,-0.00195312,0.999817,-0.0120239,-0.00250244,0.015686
