t,ax,ay,az,gx,gy,gz,qw,qi,qj,qk
0.0120594,9.23047,1.76172,1.87891,0,0,0,1,0,0,0
0.0325998,-0.5,-0.363281,-0.214844,0,0,0,1,0,0,0
0.0530771,-4.36719,2.41406,8.39062,0,0,0,1,0,0,0
0.0732058,-4.36719,2.41406,8.39062,-0.0292969,0.0136719,0.0175781,1,0,0,0
0.0924388,-4.36719,2.41406,8.39062,0.0117188,-0.0234375,0.0507812,1,0,0,0
0.112922,-4.36719,2.41406,8.39062,-0.0410156,-0.0234375,0.0390625,1,0,0,0
0.132219,-4.36719,2.41406,8.39062,-0.0703125,-0.0117188,0.0214844,1,0,0,0
0.152666,-4.51953,2.26172,8.66016,-0.0703125,-0.0117188,0.0214844,1,0,0,0
0.173129,-4.51953,2.26172,8.66016,-0.0644531,-0.230469,-0.0820312,1,0,0,0
0.192304,-4.51953,2.26172,8.66016,-0.0195312,-0.242188,-0.0878906,1,0,0,0
0.212746,-4.51953,2.26172,8.66016,0.0449219,-0.15625,-0.0742188,1,0,0,0
0.232123,-4.51953,2.26172,8.66016,-0.00390625,-0.183594,0.0527344,1,0,0,0
0.252681,-3.52344,2.71875,9.19922,-0.00390625,-0.183594,0.0527344,1,0,0,0
0.273165,-3.52344,2.71875,9.19922,-0.269531,-0.111328,0.332031,1,0,0,0
0.292362,-3.52344,2.71875,9.19922,-0.332031,-0.142578,0.382812,1,0,0,0
0.312876,-3.52344,2.71875,9.19922,-0.330078,-0.105469,0.376953,1,0,0,0
0.333026,-3.52344,2.71875,9.19922,-0.15625,-0.0273438,0.205078,1,0,0,0
0.352153,-3.52344,2.71875,9.19922,-0.00585938,-0.175781,0.134766,1,0,0,0
0.372614,-3.52344,2.71875,9.19922,-0.105469,-0.234375,0.369141,1,0,0,0
0.392157,-3.52344,2.71875,9.19922,-0.300781,-0.234375,0.568359,1,0,0,0
0.41261,-3.29297,1.87891,10.3086,-0.300781,-0.234375,0.568359,1,0,0,0
0.433075,-3.29297,1.87891,10.3086,-0.347656,-0.662109,0.435547,1,0,0,0
0.452229,-3.29297,1.87891,10.3086,-0.230469,-0.865234,-63.8379,1,0,0,0
0.472639,-3.29297,1.87891,10.3086,-0.113281,-0.996094,-0.0820312,1,0,0,0
0.492191,-3.29297,1.87891,10.3086,-0.0527344,-1.11523,-0.046875,1,0,0,0
0.511756,124.094,2.18359,8.5,-0.0527344,-1.11523,-0.046875,1,0,0,0
0.532906,124.094,2.18359,8.5,-0.0390625,-1.00977,-0.0449219,1,0,0,0
0.553013,-4.67188,2.67969,7.39453,-0.0390625,-1.00977,-0.0449219,1,0,0,0
0.573048,-4.67188,2.67969,7.39453,0.0507812,-0.736328,0.00585938,1,0,0,0
0.592223,-4.67188,2.67969,7.39453,0.201172,-0.474609,0.046875,1,0,0,0
